Entity,Code,Year,Oil production per capita (kWh)
Colombia,COL,1903,0
Colombia,COL,1904,0
Colombia,COL,1905,0
Colombia,COL,1906,0
Colombia,COL,1907,0
Colombia,COL,1908,0
Colombia,COL,1909,0
Colombia,COL,1910,0
Colombia,COL,1911,0
Colombia,COL,1912,0
Colombia,COL,1913,0
Colombia,COL,1914,0
Colombia,COL,1915,0
Colombia,COL,1916,0
Colombia,COL,1917,0
Colombia,COL,1918,0
Colombia,COL,1919,0
Colombia,COL,1920,0
Colombia,COL,1921,17.77
Colombia,COL,1922,79.791
Colombia,COL,1923,103.281
Colombia,COL,1924,105.769
Colombia,COL,1925,232.291
Colombia,COL,1926,1448.601
Colombia,COL,1927,3295.157
Colombia,COL,1928,4261.997
Colombia,COL,1929,4271.005
Colombia,COL,1930,3999.661
Colombia,COL,1931,3505.979
Colombia,COL,1932,3105.388
Colombia,COL,1933,2451.16
Colombia,COL,1934,3183.444
Colombia,COL,1935,3189.878
Colombia,COL,1936,3370.782
Colombia,COL,1937,3619.186
Colombia,COL,1938,3790.976
Colombia,COL,1939,4123.6
Colombia,COL,1940,4337.082
Colombia,COL,1941,4098.278
Colombia,COL,1942,1723.841
Colombia,COL,1943,2129.984
Colombia,COL,1944,3518.054
Colombia,COL,1945,3463.044
Colombia,COL,1946,3324.043
Colombia,COL,1947,3616.714
Colombia,COL,1948,3365.389
Colombia,COL,1949,4099.363
Colombia,COL,1950,4572.769
Colombia,COL,1951,5023.354
Colombia,COL,1952,4927.651
Colombia,COL,1953,4881.546
Colombia,COL,1954,4808.684
Colombia,COL,1955,4637.651
Colombia,COL,1956,5001.182
Colombia,COL,1957,5028.641
Colombia,COL,1958,4887.996
Colombia,COL,1959,5425.476
Colombia,COL,1960,5492.811
Colombia,COL,1961,5080.815
Colombia,COL,1962,4802.938
Colombia,COL,1963,5427.784
Colombia,COL,1964,5501.081
Colombia,COL,1965,6617.397
Colombia,COL,1966,6299.992
Colombia,COL,1967,5906.707
Colombia,COL,1968,5279.461
Colombia,COL,1969,6238.542
Colombia,COL,1970,6367.203
Colombia,COL,1971,6171.13
Colombia,COL,1972,5463.364
Colombia,COL,1973,5024.851
Colombia,COL,1974,4483.231
Colombia,COL,1975,4107.48
Colombia,COL,1976,3753.354
Colombia,COL,1977,3451.055
Colombia,COL,1978,3208.109
Colombia,COL,1979,2951.243
Colombia,COL,1980,2940.362
Colombia,COL,1981,3069.253
Colombia,COL,1982,3164.509
Colombia,COL,1983,3323.093
Colombia,COL,1984,3576.212
Colombia,COL,1985,3697.134
Colombia,COL,1986,6106.452
Colombia,COL,1987,7590.823
Colombia,COL,1988,7307.209
Colombia,COL,1989,7654.234
Colombia,COL,1990,8211.852
Colombia,COL,1991,7778.359
Colombia,COL,1992,7861.581
Colombia,COL,1993,7964.633
Colombia,COL,1994,7844.916
Colombia,COL,1995,9903.817
Colombia,COL,1996,10464.438
Colombia,COL,1997,10740.234
Colombia,COL,1998,12249.798
Colombia,COL,1999,13033.483
Colombia,COL,2000,10647.818
Colombia,COL,2001,9190.648
Colombia,COL,2002,8661.748
Colombia,COL,2003,7988.354
Colombia,COL,2004,7711.982
Colombia,COL,2005,7557.232
Colombia,COL,2006,7478.144
Colombia,COL,2007,7438.007
Colombia,COL,2008,8156.247
Colombia,COL,2009,9179.339
Colombia,COL,2010,10644.63
Colombia,COL,2011,12277.898
Colombia,COL,2012,12585.841
Colombia,COL,2013,13304.382
Colombia,COL,2014,12916.398
Colombia,COL,2015,12961.971
Colombia,COL,2016,11295.081
Colombia,COL,2017,10695.997
Colombia,COL,2018,10675.321
Colombia,COL,2019,10779.068
Colombia,COL,2020,9431.982
Congo,COG,1900,0
Congo,COG,1901,0
Congo,COG,1902,0
Congo,COG,1903,0
Congo,COG,1904,0
Congo,COG,1905,0
Congo,COG,1906,0
Congo,COG,1907,0
Congo,COG,1908,0
Congo,COG,1909,0
Congo,COG,1910,0
Congo,COG,1911,0
Congo,COG,1912,0
Congo,COG,1913,0
Congo,COG,1914,0
Congo,COG,1915,0
Congo,COG,1916,0
Congo,COG,1917,0
Congo,COG,1918,0
Congo,COG,1919,0
Congo,COG,1920,0
Congo,COG,1921,0
Congo,COG,1922,0
Congo,COG,1923,0
Congo,COG,1924,0
Congo,COG,1925,0
Congo,COG,1926,0
Congo,COG,1927,0
Congo,COG,1928,0
Congo,COG,1929,0
Congo,COG,1930,0
Congo,COG,1931,0
Congo,COG,1932,0
Congo,COG,1933,0
Congo,COG,1934,0
Congo,COG,1935,0
Congo,COG,1936,0
Congo,COG,1937,0
Congo,COG,1938,0
Congo,COG,1939,0
Congo,COG,1940,0
Congo,COG,1941,0
Congo,COG,1942,0
Congo,COG,1943,0
Congo,COG,1944,0
Congo,COG,1945,0
Congo,COG,1946,0
Congo,COG,1947,0
Congo,COG,1948,0
Congo,COG,1949,0
Congo,COG,1950,0
Congo,COG,1951,0
Congo,COG,1952,0
Congo,COG,1953,0
Congo,COG,1954,0
Congo,COG,1955,0
Congo,COG,1956,0
Congo,COG,1957,0
Congo,COG,1958,0
Congo,COG,1959,0
Congo,COG,1960,593.919
Congo,COG,1961,1148.374
Congo,COG,1962,1337.863
Congo,COG,1963,1155.961
Congo,COG,1964,857.766
Congo,COG,1965,714.677
Congo,COG,1966,607.576
Congo,COG,1967,476.816
Congo,COG,1968,398.872
Congo,COG,1969,216.453
Congo,COG,1970,166.532
Congo,COG,1971,119.204
Congo,COG,1972,2778.281
Congo,COG,1973,16787.1
Congo,COG,1974,19135.789
Congo,COG,1975,13539.818
Congo,COG,1976,15434.531
Congo,COG,1977,11699.828
Congo,COG,1978,16848.782
Congo,COG,1979,18601.373
Congo,COG,1980,20722.862
Congo,COG,1981,26053.684
Congo,COG,1982,28092.816
Congo,COG,1983,32154.82
Congo,COG,1984,35088.112
Congo,COG,1985,33610.982
Congo,COG,1986,32764.379
Congo,COG,1987,33835.061
Congo,COG,1988,36680.858
Congo,COG,1989,40380.095
Congo,COG,1990,39621.371
Congo,COG,1991,38668.85
Congo,COG,1992,40346.249
Congo,COG,1993,43332.867
Congo,COG,1994,42246.005
Congo,COG,1995,39805.701
Congo,COG,1996,43245.933
Congo,COG,1997,46994.029
Congo,COG,1998,53582.341
Congo,COG,1999,52541.869
Congo,COG,2000,50269.154
Congo,COG,2001,45336.493
Congo,COG,2002,42329.812
Congo,COG,2003,37571.789
Congo,COG,2004,38000.217
Congo,COG,2005,40344.213
Congo,COG,2006,44094.207
Congo,COG,2007,34457.048
Congo,COG,2008,35363.435
Congo,COG,2009,39537.422
Congo,COG,2010,43653.94
Congo,COG,2011,40536.651
Congo,COG,2012,36722.852
Congo,COG,2013,31003.651
Congo,COG,2014,31650.597
Congo,COG,2015,28580.348
Congo,COG,2016,27756.916
Congo,COG,2017,31403.967
Congo,COG,2018,37547.309
Congo,COG,2019,37235.889
Congo,COG,2020,33206.433
Cote d'Ivoire,CIV,1900,0
Cote d'Ivoire,CIV,1901,0
Cote d'Ivoire,CIV,1902,0
Cote d'Ivoire,CIV,1903,0
Cote d'Ivoire,CIV,1904,0
Cote d'Ivoire,CIV,1905,0
Cote d'Ivoire,CIV,1906,0
Cote d'Ivoire,CIV,1907,0
Cote d'Ivoire,CIV,1908,0
Cote d'Ivoire,CIV,1909,0
Cote d'Ivoire,CIV,1910,0
Cote d'Ivoire,CIV,1911,0
Cote d'Ivoire,CIV,1912,0
Cote d'Ivoire,CIV,1913,0
Cote d'Ivoire,CIV,1914,0
Cote d'Ivoire,CIV,1915,0
Cote d'Ivoire,CIV,1916,0
Cote d'Ivoire,CIV,1917,0
Cote d'Ivoire,CIV,1918,0
Cote d'Ivoire,CIV,1919,0
Cote d'Ivoire,CIV,1920,0
Cote d'Ivoire,CIV,1921,0
Cote d'Ivoire,CIV,1922,0
Cote d'Ivoire,CIV,1923,0
Cote d'Ivoire,CIV,1924,0
Cote d'Ivoire,CIV,1925,0
Cote d'Ivoire,CIV,1926,0
Cote d'Ivoire,CIV,1927,0
Cote d'Ivoire,CIV,1928,0
Cote d'Ivoire,CIV,1929,0
Cote d'Ivoire,CIV,1930,0
Cote d'Ivoire,CIV,1931,0
Cote d'Ivoire,CIV,1932,0
Cote d'Ivoire,CIV,1933,0
Cote d'Ivoire,CIV,1934,0
Cote d'Ivoire,CIV,1935,0
Cote d'Ivoire,CIV,1936,0
Cote d'Ivoire,CIV,1937,0
Cote d'Ivoire,CIV,1938,0
Cote d'Ivoire,CIV,1939,0
Cote d'Ivoire,CIV,1940,0
Cote d'Ivoire,CIV,1941,0
Cote d'Ivoire,CIV,1942,0
Cote d'Ivoire,CIV,1943,0
Cote d'Ivoire,CIV,1944,0
Cote d'Ivoire,CIV,1945,0
Cote d'Ivoire,CIV,1946,0
Cote d'Ivoire,CIV,1947,0
Cote d'Ivoire,CIV,1948,0
Cote d'Ivoire,CIV,1949,0
Cote d'Ivoire,CIV,1950,0
Cote d'Ivoire,CIV,1951,0
Cote d'Ivoire,CIV,1952,0
Cote d'Ivoire,CIV,1953,0
Cote d'Ivoire,CIV,1954,0
Cote d'Ivoire,CIV,1955,0
Cote d'Ivoire,CIV,1956,0
Cote d'Ivoire,CIV,1957,0
Cote d'Ivoire,CIV,1958,0
Cote d'Ivoire,CIV,1959,0
Cote d'Ivoire,CIV,1960,0
Cote d'Ivoire,CIV,1961,0
Cote d'Ivoire,CIV,1962,0
Cote d'Ivoire,CIV,1963,0
Cote d'Ivoire,CIV,1964,0
Cote d'Ivoire,CIV,1965,0
Cote d'Ivoire,CIV,1966,0
Cote d'Ivoire,CIV,1967,0
Cote d'Ivoire,CIV,1968,0
Cote d'Ivoire,CIV,1969,0
Cote d'Ivoire,CIV,1970,0
Cote d'Ivoire,CIV,1971,0
Cote d'Ivoire,CIV,1972,0
Cote d'Ivoire,CIV,1973,0
Cote d'Ivoire,CIV,1974,0
Cote d'Ivoire,CIV,1975,0
Cote d'Ivoire,CIV,1976,0
Cote d'Ivoire,CIV,1977,0
Cote d'Ivoire,CIV,1978,0
Cote d'Ivoire,CIV,1979,0
Cote d'Ivoire,CIV,1980,78.872
Cote d'Ivoire,CIV,1981,526.625
Cote d'Ivoire,CIV,1982,648.626
Cote d'Ivoire,CIV,1983,1588.73
Cote d'Ivoire,CIV,1984,1794.558
Cote d'Ivoire,CIV,1985,1783.315
Cote d'Ivoire,CIV,1986,1225.715
Cote d'Ivoire,CIV,1987,1062.834
Cote d'Ivoire,CIV,1988,684.986
Cote d'Ivoire,CIV,1989,109.817
Cote d'Ivoire,CIV,1990,105.927
Cote d'Ivoire,CIV,1991,102.178
Cote d'Ivoire,CIV,1992,74.144
Cote d'Ivoire,CIV,1993,23.794
Cote d'Ivoire,CIV,1994,312.677
Cote d'Ivoire,CIV,1995,356.863
Cote d'Ivoire,CIV,1996,690.958
Cote d'Ivoire,CIV,1997,783.374
Cote d'Ivoire,CIV,1998,810.27
Cote d'Ivoire,CIV,1999,590.905
Cote d'Ivoire,CIV,2000,442.51
Cote d'Ivoire,CIV,2001,412.234
Cote d'Ivoire,CIV,2002,439.832
Cote d'Ivoire,CIV,2003,681.836
Cote d'Ivoire,CIV,2004,916.286
Cote d'Ivoire,CIV,2005,1341.996
Cote d'Ivoire,CIV,2006,2087.883
Cote d'Ivoire,CIV,2007,1713.099
Cote d'Ivoire,CIV,2008,1911.188
Cote d'Ivoire,CIV,2009,1820.433
Cote d'Ivoire,CIV,2010,1348.357
Cote d'Ivoire,CIV,2011,1189.104
Cote d'Ivoire,CIV,2012,1114.47
Cote d'Ivoire,CIV,2013,1058.062
Cote d'Ivoire,CIV,2014,1004.003
Cote d'Ivoire,CIV,2015,788.637
Cote d'Ivoire,CIV,2016,1302.714
Croatia,HRV,1992,5347.063
Croatia,HRV,1993,5471.679
Croatia,HRV,1994,5919.908
Croatia,HRV,1995,5138.195
Croatia,HRV,1996,4711.812
Croatia,HRV,1997,4738.983
Croatia,HRV,1998,5048.93
Croatia,HRV,1999,4187.03
Croatia,HRV,2000,4056.702
Croatia,HRV,2001,3840.467
Croatia,HRV,2002,3692.518
Croatia,HRV,2003,3684.844
Croatia,HRV,2004,3420.035
Croatia,HRV,2005,3188.643
Croatia,HRV,2006,2921.965
Croatia,HRV,2007,2690.746
Croatia,HRV,2008,2499.238
Croatia,HRV,2009,2773.832
Croatia,HRV,2010,2638.559
Croatia,HRV,2011,2399.259
Croatia,HRV,2012,2156.77
Croatia,HRV,2013,2184.469
Croatia,HRV,2014,2122.237
Croatia,HRV,2015,2049.167
Croatia,HRV,2016,2128.407
Cuba,CUB,1900,0
Cuba,CUB,1901,0
Cuba,CUB,1902,0
Cuba,CUB,1903,0
Cuba,CUB,1904,0
Cuba,CUB,1905,0
Cuba,CUB,1906,0
Cuba,CUB,1907,0
Cuba,CUB,1908,0
Cuba,CUB,1909,0
Cuba,CUB,1910,0
Cuba,CUB,1911,0
Cuba,CUB,1912,0
Cuba,CUB,1913,0
Cuba,CUB,1914,0
Cuba,CUB,1915,0
Cuba,CUB,1916,0
Cuba,CUB,1917,0
Cuba,CUB,1918,0
Cuba,CUB,1919,0
Cuba,CUB,1920,0
Cuba,CUB,1921,0
Cuba,CUB,1922,0
Cuba,CUB,1923,0
Cuba,CUB,1924,0
Cuba,CUB,1925,0
Cuba,CUB,1926,0
Cuba,CUB,1927,0
Cuba,CUB,1928,0
Cuba,CUB,1929,0
Cuba,CUB,1930,0
Cuba,CUB,1931,0
Cuba,CUB,1932,0
Cuba,CUB,1933,0
Cuba,CUB,1934,0
Cuba,CUB,1935,0
Cuba,CUB,1936,0
Cuba,CUB,1937,0
Cuba,CUB,1938,0
Cuba,CUB,1939,0
Cuba,CUB,1940,0
Cuba,CUB,1941,0
Cuba,CUB,1942,0
Cuba,CUB,1943,0
Cuba,CUB,1944,0
Cuba,CUB,1945,0
Cuba,CUB,1946,25.847
Cuba,CUB,1947,35.76
Cuba,CUB,1948,26.706
Cuba,CUB,1949,18.073
Cuba,CUB,1950,29.468
Cuba,CUB,1951,24.99
Cuba,CUB,1952,28.234
Cuba,CUB,1953,38.744
Cuba,CUB,1954,25.346
Cuba,CUB,1955,90.7
Cuba,CUB,1956,124.131
Cuba,CUB,1957,97.998
Cuba,CUB,1958,77.751
Cuba,CUB,1959,43.166
Cuba,CUB,1960,22.8
Cuba,CUB,1961,15.951
Cuba,CUB,1962,18.724
Cuba,CUB,1963,47.293
Cuba,CUB,1964,55.216
Cuba,CUB,1965,83.299
Cuba,CUB,1966,98.881
Cuba,CUB,1967,163.201
Cuba,CUB,1968,273.694
Cuba,CUB,1969,279.836
Cuba,CUB,1970,212.243
Cuba,CUB,1971,157.373
Cuba,CUB,1972,144.323
Cuba,CUB,1973,174.853
Cuba,CUB,1974,209.618
Cuba,CUB,1975,278.24
Cuba,CUB,1976,286.058
Cuba,CUB,1977,308.65
Cuba,CUB,1978,287.041
Cuba,CUB,1979,285.083
Cuba,CUB,1980,395.899
Cuba,CUB,1981,600.372
Cuba,CUB,1982,735.715
Cuba,CUB,1983,869.888
Cuba,CUB,1984,1072.763
Cuba,CUB,1985,1244.395
Cuba,CUB,1986,1301.289
Cuba,CUB,1987,1288.291
Cuba,CUB,1988,1079.868
Cuba,CUB,1989,1066.004
Cuba,CUB,1990,992.056
Cuba,CUB,1991,984.941
Cuba,CUB,1992,1109.712
Cuba,CUB,1993,1355.011
Cuba,CUB,1994,1601.475
Cuba,CUB,1995,1705.24
Cuba,CUB,1996,1967.511
Cuba,CUB,1997,1982.753
Cuba,CUB,1998,2027.536
Cuba,CUB,1999,2430.395
Cuba,CUB,2000,2571.052
Cuba,CUB,2001,3065.348
Cuba,CUB,2002,2890.508
Cuba,CUB,2003,3362.698
Cuba,CUB,2004,3534.116
Cuba,CUB,2005,3176.878
Cuba,CUB,2006,3138.987
Cuba,CUB,2007,3074.588
Cuba,CUB,2008,3191.153
Cuba,CUB,2009,2940.801
Cuba,CUB,2010,3231.791
Cuba,CUB,2011,3350.51
Cuba,CUB,2012,3175.331
Cuba,CUB,2013,3033.486
Cuba,CUB,2014,3026.997
Cuba,CUB,2015,3022.221
Cuba,CUB,2016,3017.647
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Denmark,DNK,1900,0
Denmark,DNK,1901,0
Denmark,DNK,1902,0
Denmark,DNK,1903,0
Denmark,DNK,1904,0
Denmark,DNK,1905,0
Denmark,DNK,1906,0
Denmark,DNK,1907,0
Denmark,DNK,1908,0
Denmark,DNK,1909,0
Denmark,DNK,1910,0
Denmark,DNK,1911,0
Denmark,DNK,1912,0
Denmark,DNK,1913,0
Denmark,DNK,1914,0
Denmark,DNK,1915,0
Denmark,DNK,1916,0
Denmark,DNK,1917,0
Denmark,DNK,1918,0
Denmark,DNK,1919,0
Denmark,DNK,1920,0
Denmark,DNK,1921,0
Denmark,DNK,1922,0
Denmark,DNK,1923,0
Denmark,DNK,1924,0
Denmark,DNK,1925,0
Denmark,DNK,1926,0
Denmark,DNK,1927,0
Denmark,DNK,1928,0
Denmark,DNK,1929,0
Denmark,DNK,1930,0
Denmark,DNK,1931,0
Denmark,DNK,1932,0
Denmark,DNK,1933,0
Denmark,DNK,1934,0
Denmark,DNK,1935,0
Denmark,DNK,1936,0
Denmark,DNK,1937,0
Denmark,DNK,1938,0
Denmark,DNK,1939,0
Denmark,DNK,1940,0
Denmark,DNK,1941,0
Denmark,DNK,1942,0
Denmark,DNK,1943,0
Denmark,DNK,1944,0
Denmark,DNK,1945,0
Denmark,DNK,1946,0
Denmark,DNK,1947,0
Denmark,DNK,1948,0
Denmark,DNK,1949,0
Denmark,DNK,1950,0
Denmark,DNK,1951,0
Denmark,DNK,1952,0
Denmark,DNK,1953,0
Denmark,DNK,1954,0
Denmark,DNK,1955,0
Denmark,DNK,1956,0
Denmark,DNK,1957,0
Denmark,DNK,1958,0
Denmark,DNK,1959,0
Denmark,DNK,1960,0
Denmark,DNK,1961,0
Denmark,DNK,1962,0
Denmark,DNK,1963,0
Denmark,DNK,1964,0
Denmark,DNK,1965,0
Denmark,DNK,1966,0
Denmark,DNK,1967,0
Denmark,DNK,1968,0
Denmark,DNK,1969,0
Denmark,DNK,1970,0
Denmark,DNK,1971,0
Denmark,DNK,1972,227.751
Denmark,DNK,1973,338.88
Denmark,DNK,1974,224.837
Denmark,DNK,1975,335.836
Denmark,DNK,1976,447.371
Denmark,DNK,1977,1111.916
Denmark,DNK,1978,887.332
Denmark,DNK,1979,885.768
Denmark,DNK,1980,665.466
Denmark,DNK,1981,1658.682
Denmark,DNK,1982,3761.107
Denmark,DNK,1983,4760.171
Denmark,DNK,1984,5220.855
Denmark,DNK,1985,6649.057
Denmark,DNK,1986,8199.87
Denmark,DNK,1987,10299.932
Denmark,DNK,1988,10650.578
Denmark,DNK,1989,12372.594
Denmark,DNK,1990,13338.858
Denmark,DNK,1991,15611.993
Denmark,DNK,1992,17252.386
Denmark,DNK,1993,18342.999
Denmark,DNK,1994,20119.333
Denmark,DNK,1995,20145.457
Denmark,DNK,1996,22494.763
Denmark,DNK,1997,24698.628
Denmark,DNK,1998,25448.413
Denmark,DNK,1999,31842.398
Denmark,DNK,2000,38623.126
Denmark,DNK,2001,36809.72
Denmark,DNK,2002,39134.894
Denmark,DNK,2003,38716.33
Denmark,DNK,2004,41023.092
Denmark,DNK,2005,39720.142
Denmark,DNK,2006,35970.44
Denmark,DNK,2007,32251.608
Denmark,DNK,2008,29690.882
Denmark,DNK,2009,27153.551
Denmark,DNK,2010,25451.813
Denmark,DNK,2011,22790.59
Denmark,DNK,2012,20686.006
Denmark,DNK,2013,17910.513
Denmark,DNK,2014,16693.738
Denmark,DNK,2015,15721.095
Denmark,DNK,2016,14100.086
Denmark,DNK,2017,13668.378
Denmark,DNK,2018,11417.161
Denmark,DNK,2019,10109.438
Denmark,DNK,2020,7067.668
Dominican Republic,DOM,1980,0
Dominican Republic,DOM,1981,0
Dominican Republic,DOM,1982,0
Dominican Republic,DOM,1983,0
Dominican Republic,DOM,1984,0
Dominican Republic,DOM,1985,0
Dominican Republic,DOM,1986,0
Dominican Republic,DOM,1987,0
Dominican Republic,DOM,1988,0
Dominican Republic,DOM,1989,0
Dominican Republic,DOM,1990,0
Dominican Republic,DOM,1991,0
Dominican Republic,DOM,1992,0
Dominican Republic,DOM,1993,0
Dominican Republic,DOM,1994,0
Dominican Republic,DOM,1995,0
Dominican Republic,DOM,1996,0
Dominican Republic,DOM,1997,0
Dominican Republic,DOM,1998,0
Dominican Republic,DOM,1999,0
Dominican Republic,DOM,2000,0
Dominican Republic,DOM,2001,0
Dominican Republic,DOM,2002,0
Dominican Republic,DOM,2003,0
Dominican Republic,DOM,2004,0
Dominican Republic,DOM,2005,0
Dominican Republic,DOM,2006,0
Dominican Republic,DOM,2007,0
Dominican Republic,DOM,2008,0
Dominican Republic,DOM,2009,0
Dominican Republic,DOM,2010,0
Dominican Republic,DOM,2011,0
Dominican Republic,DOM,2012,0
Dominican Republic,DOM,2013,0
Dominican Republic,DOM,2014,0
Dominican Republic,DOM,2015,0
Dominican Republic,DOM,2016,0
Ecuador,ECU,1900,0
Ecuador,ECU,1901,0
Ecuador,ECU,1902,0
Ecuador,ECU,1903,0
Ecuador,ECU,1904,0
Ecuador,ECU,1905,0
Ecuador,ECU,1906,0
Ecuador,ECU,1907,0
Ecuador,ECU,1908,0
Ecuador,ECU,1909,0
Ecuador,ECU,1910,0
Ecuador,ECU,1911,0
Ecuador,ECU,1912,0
Ecuador,ECU,1913,0
Ecuador,ECU,1914,0
Ecuador,ECU,1915,0
Ecuador,ECU,1916,0
Ecuador,ECU,1917,51.947
Ecuador,ECU,1918,51.422
Ecuador,ECU,1919,50.922
Ecuador,ECU,1920,50.446
Ecuador,ECU,1921,49.994
Ecuador,ECU,1922,49.564
Ecuador,ECU,1923,73.735
Ecuador,ECU,1924,85.317
Ecuador,ECU,1925,139.012
Ecuador,ECU,1926,179.83
Ecuador,ECU,1927,451.825
Ecuador,ECU,1928,908.015
Ecuador,ECU,1929,1142.521
Ecuador,ECU,1930,1269.576
Ecuador,ECU,1931,1410.925
Ecuador,ECU,1932,1254.741
Ecuador,ECU,1933,1241.442
Ecuador,ECU,1934,1222.804
Ecuador,ECU,1935,1260.971
Ecuador,ECU,1936,1367.031
Ecuador,ECU,1937,1398.7
Ecuador,ECU,1938,1423.333
Ecuador,ECU,1939,1425.084
Ecuador,ECU,1940,1410.026
Ecuador,ECU,1941,906.348
Ecuador,ECU,1942,1291.674
Ecuador,ECU,1943,1268.596
Ecuador,ECU,1944,1540.011
Ecuador,ECU,1945,1348.082
Ecuador,ECU,1946,1162.713
Ecuador,ECU,1947,1141.646
Ecuador,ECU,1948,1202.61
Ecuador,ECU,1949,1166.672
Ecuador,ECU,1950,1162.947
Ecuador,ECU,1951,1165.915
Ecuador,ECU,1952,1193.321
Ecuador,ECU,1953,1212.105
Ecuador,ECU,1954,1252.932
Ecuador,ECU,1955,1369.749
Ecuador,ECU,1956,1290.212
Ecuador,ECU,1957,1171.812
Ecuador,ECU,1958,1110.004
Ecuador,ECU,1959,958.299
Ecuador,ECU,1960,921.461
Ecuador,ECU,1961,960.422
Ecuador,ECU,1962,822.217
Ecuador,ECU,1963,763.742
Ecuador,ECU,1964,842.482
Ecuador,ECU,1965,950.943
Ecuador,ECU,1966,808.121
Ecuador,ECU,1967,672.668
Ecuador,ECU,1968,545.85
Ecuador,ECU,1969,422.936
Ecuador,ECU,1970,410.81
Ecuador,ECU,1971,399.103
Ecuador,ECU,1972,7582.971
Ecuador,ECU,1973,19694.838
Ecuador,ECU,1974,16217.39
Ecuador,ECU,1975,14348.456
Ecuador,ECU,1976,16348.425
Ecuador,ECU,1977,15498.61
Ecuador,ECU,1978,16702.815
Ecuador,ECU,1979,17230.925
Ecuador,ECU,1980,16052.187
Ecuador,ECU,1981,16133.502
Ecuador,ECU,1982,15727.262
Ecuador,ECU,1983,17286.259
Ecuador,ECU,1984,18337.155
Ecuador,ECU,1985,19528.463
Ecuador,ECU,1986,19857.677
Ecuador,ECU,1987,11467.025
Ecuador,ECU,1988,19671.64
Ecuador,ECU,1989,17739.006
Ecuador,ECU,1990,17645.476
Ecuador,ECU,1991,18106.736
Ecuador,ECU,1992,18944.318
Ecuador,ECU,1993,19867.904
Ecuador,ECU,1994,21377.425
Ecuador,ECU,1995,21319.474
Ecuador,ECU,1996,20796.063
Ecuador,ECU,1997,20517.016
Ecuador,ECU,1998,19488.391
Ecuador,ECU,1999,19006.541
Ecuador,ECU,2000,19802.68
Ecuador,ECU,2001,19729.322
Ecuador,ECU,2002,18646.638
Ecuador,ECU,2003,19543.35
Ecuador,ECU,2004,24235.064
Ecuador,ECU,2005,24038.261
Ecuador,ECU,2006,23802.103
Ecuador,ECU,2007,22335.024
Ecuador,ECU,2008,21753.792
Ecuador,ECU,2009,20556.923
Ecuador,ECU,2010,20233.654
Ecuador,ECU,2011,20453.574
Ecuador,ECU,2012,20366.359
Ecuador,ECU,2013,20911.29
Ecuador,ECU,2014,21748.141
Ecuador,ECU,2015,20881.61
Ecuador,ECU,2016,20785.221
Ecuador,ECU,2017,19730.814
Ecuador,ECU,2018,18872.027
Ecuador,ECU,2019,19051.589
Ecuador,ECU,2020,16982.881
Egypt,EGY,1900,0
Egypt,EGY,1901,0
Egypt,EGY,1902,0
Egypt,EGY,1903,0
Egypt,EGY,1904,0
Egypt,EGY,1905,0
Egypt,EGY,1906,0
Egypt,EGY,1907,0
Egypt,EGY,1908,0
Egypt,EGY,1909,0
Egypt,EGY,1910,0
Egypt,EGY,1911,3.128
Egypt,EGY,1912,28.873
Egypt,EGY,1913,13.264
Egypt,EGY,1914,100.95
Egypt,EGY,1915,29.965
Egypt,EGY,1916,57.321
Egypt,EGY,1917,133.966
Egypt,EGY,1918,272.57
Egypt,EGY,1919,214.032
Egypt,EGY,1920,139.811
Egypt,EGY,1921,170.933
Egypt,EGY,1922,159.795
Egypt,EGY,1923,139.763
Egypt,EGY,1924,147.257
Egypt,EGY,1925,160.822
Egypt,EGY,1926,152.864
Egypt,EGY,1927,161.665
Egypt,EGY,1928,231.614
Egypt,EGY,1929,232.361
Egypt,EGY,1930,240.54
Egypt,EGY,1931,240.864
Egypt,EGY,1932,222.927
Egypt,EGY,1933,193.144
Egypt,EGY,1934,176.932
Egypt,EGY,1935,143.745
Egypt,EGY,1936,142.588
Egypt,EGY,1937,131.443
Egypt,EGY,1938,171.38
Egypt,EGY,1939,496.945
Egypt,EGY,1940,680.322
Egypt,EGY,1941,875.344
Egypt,EGY,1942,827.505
Egypt,EGY,1943,876.406
Egypt,EGY,1944,898.978
Egypt,EGY,1945,873.844
Egypt,EGY,1946,808.421
